rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
6,305,-8.03635062485947,0,0,2.40641891940805,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,305,-7.38970531313753,0,0,2.04558328659427,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,305,-7.62255188282181,0,0,2.15532018893146,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,305,-8.34285884081251,0,0,1.72199256018091,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,305,-7.8866174704402,0,0,1.61927908356794,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
1,306,-7.78699153486186,0,0,1.68322588090263,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
2,306,-7.95642717632201,0,0,2.36824184573694,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
3,306,-8.63748760344178,0,0,1.55264285303642,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
4,306,-8.56065395386652,0,0,1.26555600769474,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
5,306,-7.84245263820837,0,0,1.61161170470714,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
6,306,-7.48122668652405,0,0,1.96475115508359,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
7,306,-6.97549516915472,0,0,1.34141588425849,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
8,306,-7.81970462330239,0,0,2.11520423808694,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
9,306,-7.56287840527758,0,0,2.14342145043462,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
10,306,-8.1097799443355,0,0,1.86277711851379,3,20,3,0,0.001,10126.2605708232,-2.51068660655337,1.42053507041004,4.5,-1.01654320348335e-7,Conv-CD40
