rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group
4,305,-7.70983034740431,0,0,1.68587863891578,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
5,305,-7.69774585471689,0,0,2.16408500718757,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
6,305,-8.59309561530597,0,0,1.53919224358539,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
7,305,-8.21739793473765,0,0,1.48106642666653,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
8,305,-8.44915723232035,0,0,1.56839493355457,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
9,305,-7.9181792240662,0,0,2.14241612487721,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
10,305,-8.04124885207462,0,0,1.69201992667173,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
1,306,-8.84912321169849,0,0,1.14603358982786,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
2,306,-8.16518324586868,0,0,1.43331262667901,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
3,306,-7.88108545695395,0,0,1.8776838273442,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
4,306,-7.47577528052005,0,0,0.975824273641411,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
5,306,-8.20254824715041,0,0,1.94132645997477,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
6,306,-7.85192236920606,0,0,2.02153483379278,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
7,306,-8.42331685374796,0,0,1.72622150108027,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
8,306,-8.55932394536215,0,0,2.80924529716045,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
9,306,-8.86668260308398,0,0,1.55762754681017,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
10,306,-9.00663040951434,0,0,1.00988295300369,3,20,3,0,0.001,11029.211901113,-2.6282406287568,1.42570682730759,4.5,3.59445325678083e-6,Conv-CD40
