id,time,epsilon_mean,S_mean,BAb_mean,NAb_mean,epsilon_mode,S_mode,BAb_mode,NAb_mode,epsilon_popPred,S_popPred,BAb_popPred,NAb_popPred,epsilon_popPred_medianCOV,S_popPred_medianCOV,BAb_popPred_medianCOV,NAb_popPred_medianCOV,epsilon_SAEM,S_SAEM,BAb_SAEM,NAb_SAEM
NHP1,0,0.999973,853.153,194442,106.629,0.999937,853.153,170130,93.2964,0.999842,853.153,104103,57.0881,0.0338043,1,78.819,0.043223,0.999965,843.297,195832,107.128
NHP1,1,0.999972,724.489,188040,103.118,0.999935,724.485,164656,90.2947,0.999838,724.487,101702,55.7718,0.0353978,3.1357,82.671,0.0453353,0.999964,716.144,189159,103.478
NHP1,2,0.999971,691.167,181540,99.5531,0.999933,691.166,159079,87.2362,0.999834,691.167,99109.8,54.3501,0.0442043,9.87769,104.189,0.0571357,0.999962,683.23,182417,99.7898
NHP1,3,0.99997,681.318,175294,96.1284,0.99993,681.317,153716,84.295,0.99983,681.318,96578.6,52.962,0.0739339,30.4583,179.856,0.0986301,0.999961,673.507,175949,96.2517
NHP1,4,0.999969,678.28,169367,92.8777,0.999928,678.28,148624,81.5026,0.999825,678.28,94164,51.6379,0.155005,88.2444,413.253,0.226621,0.99996,670.509,169813,92.8948
NHP1,5,0.999968,677.33,163761,89.8038,0.999925,677.33,143808,78.8617,0.999821,677.33,91877,50.3837,0.315926,218.589,1040.42,0.570546,0.999958,669.573,164011,89.7209
NHP1,7,0.999966,676.939,153469,84.1599,0.99992,676.939,134966,74.0128,0.999812,676.939,87675.3,48.0796,0.661784,560.748,4408.05,2.4173,0.999955,669.187,153359,83.8939
NHP1,9,0.999963,676.9,144299,79.1309,0.999916,676.9,127087,69.6921,0.999804,676.9,83930.8,46.0262,0.805563,663.323,9333.54,5.11835,0.999952,669.149,143868,78.7017
NHP1,14,0.999958,676.896,125514,68.8294,0.999903,676.896,110947,60.8415,0.999784,676.896,76260.3,41.8198,0.900256,676.854,20333.1,11.1503,0.999945,669.145,124426,68.066
NHP1,23,0.999948,676.896,102770,56.3572,0.999883,676.896,91406.9,50.126,0.999755,676.896,66973.6,36.7271,0.937373,676.896,33718.9,18.4908,0.999932,669.145,100886,55.1891
NHP10,0,0.389553,10.0682,2670.5,1.46446,0.361753,9.1854,2495.21,1.36833,0.586464,11.1995,3194.86,1.75201,0.0338043,1,78.819,0.043223,0.412526,9.79872,2786.59,1.52438
NHP10,1,0.400615,30.6861,2797.02,1.53384,0.37254,28.0723,2613.79,1.43336,0.5976,34.0132,3345.62,1.83468,0.0353978,3.1357,82.671,0.0453353,0.423802,29.8956,2918.78,1.5967
NHP10,2,0.452973,88.8443,3465.27,1.9003,0.424204,81.9044,3243.32,1.77858,0.647422,97.5252,4136.73,2.26851,0.0442043,9.8777,104.189,0.0571357,0.476895,86.712,3617.8,1.97909
NHP10,3,0.56667,219.744,5472.5,3.00102,0.539582,206.164,5159.29,2.82926,0.741869,236.08,6474.59,3.55055,0.0739339,30.4584,179.857,0.0986302,0.590514,215.162,5722.7,3.13056
NHP10,4,0.701637,409.277,9841.05,5.39666,0.681662,394.081,9426.82,5.1695,0.835285,426.555,11424.2,6.26485,0.155005,88.2445,413.253,0.226621,0.722296,402.422,10321.5,5.64631
NHP10,5,0.798887,561.497,16623.4,9.11597,0.786523,552.313,16219.7,8.89461,0.893463,571.477,18893,10.3606,0.315926,218.589,1040.42,0.570546,0.815055,553.835,17488.6,9.56701
NHP10,7,0.887499,663.427,33013.2,18.1039,0.882201,662.141,32969.5,18.0799,0.94194,664.782,36548.9,20.0428,0.661784,560.748,4408.05,2.4173,0.897791,655.675,34857.5,19.0685
NHP10,9,0.921093,675.541,48849.5,26.7882,0.91797,675.41,49265.4,27.0163,0.959581,675.68,53483.5,29.3294,0.805564,663.323,9333.55,5.11835,0.928657,667.792,51655,28.2574
NHP10,10,0.930667,676.47,56172.8,30.8042,0.928078,676.428,56807.3,31.1521,0.964557,676.514,61307.9,33.6202,0.83933,672.571,11768.5,6.45364,0.9374,668.719,59423.4,32.5071
NHP10,13,0.947678,676.883,75796.3,41.5654,0.945932,676.882,77019.4,42.2361,0.973347,676.884,82271.3,45.1161,0.890762,676.761,18370.1,10.0738,0.952875,669.132,80240.2,43.8948
NHP10,14,0.951228,676.892,81618.9,44.7584,0.949641,676.892,83016.8,45.525,0.975174,676.893,88491.3,48.5271,0.900256,676.854,20333.1,11.1503,0.956095,669.141,86416.9,47.2737
NHP10,22,0.965709,676.896,117854,64.629,0.964708,676.896,120340,65.9922,0.982597,676.896,127199,69.7539,0.935272,676.896,32551.4,17.8506,0.969195,669.145,124855,68.3012
NHP10,23,0.966655,676.896,121316,66.5276,0.965689,676.896,123906,67.9478,0.983081,676.896,130898,71.7821,0.937373,676.896,33718.9,18.4908,0.970049,669.145,128528,70.3103
NHP10,29,0.970644,676.896,138370,75.8796,0.969821,676.896,141471,77.5805,0.985117,676.896,149115,81.7723,0.946005,676.896,39469.4,21.6443,0.973647,669.145,146619,80.2067
NHP11,0,0.999889,822.462,61996,33.9975,0.999764,762.38,55363.6,30.3604,0.998052,769.259,60632.3,33.2497,0.0338043,1,78.819,0.043223,0.999905,830.123,62772.7,34.3393
NHP11,1,0.999888,717.261,61722.9,33.8477,0.999763,701.922,55214.4,30.2786,0.998046,703.767,60456.6,33.1534,0.0353978,3.1357,82.671,0.0453353,0.999905,713.092,62466.7,34.1719
NHP11,2,0.999887,689.085,61221,33.5725,0.999762,684.568,54933.7,30.1247,0.998035,685.118,60127,32.9726,0.0442043,9.8777,104.189,0.0571357,0.999904,682.355,61908.1,33.8663
NHP11,3,0.999886,680.681,60678.8,33.2752,0.99976,679.289,54627.8,29.9569,0.998023,679.459,59768.1,32.7758,0.0739339,30.4584,179.857,0.0986302,0.999903,673.239,61306.2,33.5371
NHP11,4,0.999885,678.081,60146.3,32.9832,0.999759,677.646,54326.4,29.7916,0.998012,677.7,59414.7,32.582,0.155005,88.2445,413.253,0.226621,0.999902,670.426,60715.5,33.214
NHP11,5,0.999884,677.268,59637.2,32.704,0.999758,677.132,54038,29.6335,0.998,677.149,59076.5,32.3965,0.315926,218.589,1040.42,0.570546,0.999901,669.547,60151,32.9051
NHP11,7,0.999882,676.933,58698.6,32.1893,0.999755,676.919,53506.1,29.3418,0.997979,676.921,58452.8,32.0545,0.661784,560.748,4408.05,2.4173,0.999899,669.185,59110.2,32.3358
NHP11,9,0.999881,676.9,57861.4,31.7302,0.999753,676.898,53031.5,29.0815,0.99796,676.899,57896.4,31.7494,0.805564,663.323,9333.55,5.11835,0.999898,669.149,58181.8,31.8279
NHP11,10,0.99988,676.897,57477.6,31.5197,0.999752,676.897,52814,28.9623,0.997951,676.897,57641.4,31.6095,0.83933,672.571,11768.5,6.45364,0.999897,669.146,57756.3,31.5951
NHP11,13,0.999878,676.896,56450.7,30.9566,0.999749,676.896,52231.9,28.6431,0.997926,676.896,56959,31.2353,0.890762,676.761,18370.1,10.0738,0.999895,669.145,56617.7,30.9722
NHP11,14,0.999877,676.896,56146.2,30.7896,0.999749,676.896,52059.4,28.5485,0.997919,676.896,56756.6,31.1243,0.900256,676.854,20333.1,11.1503,0.999894,669.145,56280,30.7875
NHP11,22,0.999873,676.896,54250.7,29.7501,0.999743,676.896,50985,27.9593,0.997872,676.896,55496.9,30.4335,0.935272,676.896,32551.4,17.8506,0.99989,669.145,54177.9,29.6376
NHP11,23,0.999872,676.896,54069.7,29.6509,0.999743,676.896,50882.4,27.903,0.997867,676.896,55376.6,30.3676,0.937373,676.896,33718.9,18.4908,0.99989,669.145,53977.1,29.5278
NHP11,29,0.99987,676.896,53177.5,29.1616,0.99974,676.896,50376.5,27.6256,0.997844,676.896,54783.5,30.0423,0.946005,676.896,39469.4,21.6443,0.999888,669.145,52987.9,28.9866
NHP12,0,0.999991,853.153,111522,61.1567,0.999975,853.153,99213.2,54.4068,0.999956,853.153,201362,110.423,0.0338043,1,78.819,0.043223,0.999992,843.297,111346,60.911
NHP12,1,0.999991,724.488,107575,58.9921,0.999974,724.491,95908.5,52.5946,0.999955,724.489,193556,106.143,0.0353978,3.1357,82.671,0.0453353,0.999992,716.146,107466,58.7882
NHP12,2,0.99999,691.167,103609,56.8172,0.999973,691.168,92558.8,50.7576,0.999953,691.167,185808,101.894,0.0442043,9.87769,104.189,0.0571357,0.999991,683.231,103558,56.6506
NHP12,3,0.99999,681.318,99809.2,54.7336,0.999972,681.318,89342.2,48.9937,0.999951,681.318,178411,97.8375,0.0739339,30.4583,179.856,0.0986301,0.999991,673.507,99812.4,54.6016
NHP12,4,0.999989,678.28,96206,52.7577,0.999971,678.28,86289.5,47.3196,0.999949,678.28,171404,93.9947,0.155005,88.2444,413.253,0.226621,0.999991,670.509,96259.7,52.6581
NHP12,5,0.999989,677.33,92799.9,50.8898,0.99997,677.33,83402.9,45.7367,0.999947,677.33,164781,90.3633,0.315926,218.589,1040.42,0.570546,0.99999,669.573,92901,50.8208
NHP12,7,0.999988,676.939,86546.6,47.4606,0.999968,676.939,78103.1,42.8304,0.999942,676.939,152626,83.6973,0.661784,560.748,4408.05,2.4173,0.99999,669.187,86734.8,47.4476
NHP12,9,0.999987,676.9,80974.7,44.4051,0.999966,676.9,73380.7,40.2407,0.999938,676.9,141795,77.758,0.805563,663.323,9333.54,5.11835,0.999989,669.149,81240.5,44.4419
NHP12,14,0.999985,676.896,69561.3,38.1462,0.999961,676.896,63707.4,34.936,0.999927,676.896,119610,65.5918,0.900256,676.854,20333.1,11.1503,0.999987,669.145,69985.8,38.2852
NHP12,23,0.999982,676.896,55743,30.5685,0.999952,676.896,51995.8,28.5136,0.999905,676.896,92749.6,50.8623,0.937373,676.896,33718.9,18.4908,0.999984,669.145,56360,30.8313
NHP13,0,0.0885533,0.784716,104.2,0.0571417,0.056073,0.742407,96.7997,0.0530833,0.0338043,1,78.819,0.043223,0.0338043,1,78.819,0.043223,0.0971003,0.828907,110.921,0.0606785
NHP13,1,0.0924839,2.46247,109.297,0.0599365,0.0586551,2.33005,101.535,0.05568,0.0353978,3.1357,82.671,0.0453353,0.0353978,3.1357,82.671,0.0453353,0.10137,2.60213,116.349,0.0636479
NHP13,2,0.113863,7.77393,137.809,0.0755719,0.0728479,7.35909,128.034,0.0702115,0.0442043,9.8777,104.189,0.0571357,0.0442043,9.8777,104.189,0.0571357,0.124533,8.215,146.716,0.0802599
NHP13,3,0.181933,24.1302,238.517,0.130799,0.119766,22.8725,221.715,0.121585,0.0739339,30.4584,179.857,0.0986302,0.0739339,30.4584,179.857,0.0986302,0.197542,25.4704,253.905,0.138897
NHP13,4,0.340305,71.2337,553.249,0.303392,0.240236,67.7758,515.252,0.282555,0.155005,88.2445,413.253,0.226621,0.155005,88.2445,413.253,0.226621,0.363063,74.8624,587.92,0.321617
NHP13,5,0.570931,184.32,1427.09,0.782592,0.450467,176.977,1335.76,0.732505,0.315926,218.589,1040.42,0.570546,0.315926,218.589,1040.42,0.570546,0.593787,191.532,1507.68,0.824765
NHP13,7,0.860402,535.516,6610.28,3.62496,0.794828,529.213,6312.67,3.46176,0.661784,560.748,4408.05,2.4173,0.661784,560.748,4408.05,2.4173,0.868532,537.007,6813.96,3.72752
NHP13,9,0.932552,659.691,14828.5,8.13171,0.898084,658.736,14359.3,7.87437,0.805564,663.323,9333.55,5.11835,0.805564,663.323,9333.55,5.11835,0.935777,653.283,15028.5,8.22124
NHP13,10,0.946475,671.393,18964.8,10.4,0.918757,671.081,18427.8,10.1055,0.83933,672.571,11768.5,6.45364,0.83933,672.571,11768.5,6.45364,0.948867,664.08,19139.9,10.4703
NHP13,13,0.965723,676.724,30217,16.5705,0.947663,676.714,29505.7,16.1804,0.890762,676.761,18370.1,10.0738,0.890762,676.761,18370.1,10.0738,0.967093,668.987,30312.3,16.5821
NHP13,14,0.969037,676.842,33565,18.4065,0.952674,676.839,32802.4,17.9883,0.900256,676.854,20333.1,11.1503,0.900256,676.854,20333.1,11.1503,0.970248,669.095,33635.9,18.4003
NHP13,22,0.980668,676.896,54404.8,29.8346,0.970347,676.896,53322.9,29.2414,0.935272,676.896,32551.4,17.8506,0.935272,676.896,32551.4,17.8506,0.981367,669.145,54323.3,29.7171
NHP13,23,0.981338,676.896,56396,30.9266,0.971368,676.896,55283.7,30.3166,0.937373,676.896,33718.9,18.4908,0.937373,676.896,33718.9,18.4908,0.98201,669.145,56300,30.7985
NHP13,29,0.984058,676.896,66204.2,36.3052,0.975522,676.896,64941.7,35.6129,0.946005,676.896,39469.4,21.6443,0.946005,676.896,39469.4,21.6443,0.984621,669.145,66036.5,36.1248
NHP14,0,0.999994,853.153,302558,165.917,0.99998,853.153,269874,147.994,0.999842,853.153,104103,57.0881,0.0338043,1,78.819,0.043223,0.999995,843.297,287998,157.547
NHP14,1,0.999994,724.499,290587,159.353,0.999979,724.489,259631,142.377,0.999838,724.487,101702,55.7718,0.0353978,3.1357,82.671,0.0453353,0.999995,716.143,276918,151.486
NHP14,2,0.999993,691.17,278737,152.854,0.999979,691.167,249436,136.786,0.999834,691.167,99109.8,54.3501,0.0442043,9.87769,104.189,0.0571357,0.999995,683.23,265910,145.464
NHP14,3,0.999993,681.319,267431,146.654,0.999978,681.318,239695,131.445,0.99983,681.318,96578.6,52.962,0.0739339,30.4583,179.856,0.0986301,0.999995,673.507,255397,139.713
NHP14,4,0.999993,678.28,256723,140.782,0.999977,678.28,230465,126.383,0.999825,678.28,94164,51.6379,0.155005,88.2444,413.253,0.226621,0.999995,670.509,245437,134.264
NHP14,5,0.999993,677.331,246605,135.234,0.999976,677.33,221742,121.6,0.999821,677.33,91877,50.3837,0.315926,218.589,1040.42,0.570546,0.999994,669.573,236024,129.115
NHP14,7,0.999992,676.939,228033,125.049,0.999974,676.939,205729,112.818,0.999812,676.939,87675.3,48.0796,0.661784,560.748,4408.05,2.4173,0.999994,669.187,218747,119.664
NHP14,9,0.999991,676.9,211485,115.974,0.999972,676.9,191462,104.994,0.999804,676.9,83930.8,46.0262,0.805563,663.323,9333.54,5.11835,0.999993,669.149,203352,111.242
NHP14,14,0.99999,676.896,177588,97.3861,0.999967,676.896,162237,88.9677,0.999784,676.896,76260.3,41.8198,0.900256,676.854,20333.1,11.1503,0.999992,669.145,171818,93.9917
NHP14,23,0.999987,676.896,136548,74.8808,0.999958,676.896,126853,69.5642,0.999755,676.896,66973.6,36.7271,0.937373,676.896,33718.9,18.4908,0.99999,669.145,133639,73.1064
NHP15,0,0.528433,1.22928,470.624,0.258082,0.539608,1.20876,455.375,0.249719,0.186513,1,516.515,0.283248,0.0338043,1,78.819,0.043223,0.58897,1.27778,482.763,0.264092
NHP15,1,0.540295,3.85159,493.603,0.270683,0.551428,3.78759,477.612,0.261914,0.193861,3.13573,541.758,0.29709,0.0353979,3.13585,82.6712,0.0453354,0.600466,4.00499,506.347,0.276993
NHP15,2,0.596856,12.1044,621.78,0.340973,0.607625,11.9058,601.662,0.329941,0.232585,9.87763,682.772,0.37442,0.044205,9.87839,104.191,0.0571367,0.65438,12.5856,637.889,0.348952
NHP15,3,0.7182,37.0655,1070.36,0.586968,0.727258,36.4798,1035.99,0.568117,0.34348,30.458,1178.63,0.64634,0.0739367,30.4606,179.864,0.0986343,0.765181,38.485,1097.85,0.600572
NHP15,4,0.852918,105.343,2435.42,1.33554,0.858603,103.853,2359.24,1.29376,0.545888,88.243,2708.1,1.48507,0.155012,88.2503,413.277,0.226634,0.880943,108.845,2492.91,1.36373
NHP15,5,0.934452,250.208,5987.16,3.28325,0.937338,247.557,5811.79,3.18708,0.75164,218.584,6817.93,3.73883,0.315939,218.601,1040.48,0.570579,0.947596,255.689,6092.2,3.33269
NHP15,7,0.982434,579.3,23489.2,12.8811,0.983349,577.885,22944.8,12.5825,0.927653,560.745,28886.4,15.8408,0.661791,560.755,4408.2,2.41738,0.985834,577.066,23446.2,12.8261
NHP15,9,0.991242,665.815,47532.4,26.0659,0.991731,665.63,46596.6,25.5528,0.964476,663.323,61163.9,33.5412,0.805566,663.324,9333.71,5.11844,0.992871,658.773,46923.7,25.6693
NHP15,10,0.992964,673.374,59268.3,32.5017,0.993363,673.314,58152.5,31.8898,0.971618,672.57,77120.6,42.2916,0.839331,672.571,11768.7,6.45372,0.994259,665.852,58349.1,31.9194
NHP15,13,0.995407,676.786,91012.1,49.9095,0.995674,676.784,89415,49.0336,0.98163,676.761,120382,66.0154,0.890762,676.761,18370.2,10.0739,0.996239,669.043,89235.8,48.8157
NHP15,14,0.995836,676.862,100447,55.0836,0.996079,676.861,98707.5,54.1295,0.983374,676.854,133246,73.0699,0.900257,676.854,20333.3,11.1504,0.996588,669.113,98415.4,53.8373
NHP15,22,0.997368,676.896,159172,87.2871,0.997524,676.896,156543,85.8454,0.989549,676.896,213315,116.978,0.935272,676.896,32551.5,17.8507,0.997839,669.145,155547,85.0908
NHP15,23,0.997458,676.896,164783,90.364,0.997608,676.896,162069,88.8758,0.989908,676.896,220965,121.173,0.937373,676.896,33719,18.4909,0.997912,669.145,161006,88.0771
NHP15,29,0.997822,676.896,192422,105.521,0.997952,676.896,189290,103.803,0.991365,676.896,258650,141.839,0.946005,676.896,39469.4,21.6443,0.99821,669.145,187896,102.787
NHP16,0,0.999802,853.153,46440,25.4669,0.999518,853.153,41161.3,22.5721,0.999842,853.153,104103,57.0881,0.0338043,1,78.819,0.043223,0.999788,843.297,47128.7,25.7814
NHP16,1,0.9998,724.488,45964.3,25.206,0.999515,724.463,40918.3,22.4389,0.999838,724.487,101702,55.7718,0.0353978,3.1357,82.671,0.0453353,0.999786,716.147,46554,25.467
NHP16,2,0.999797,691.167,45321.8,24.8537,0.99951,691.16,40503.4,22.2113,0.999834,691.167,99109.8,54.3501,0.0442043,9.87769,104.189,0.0571357,0.999782,683.231,45822.7,25.0669
NHP16,3,0.999794,681.318,44663,24.4924,0.999504,681.316,40060.9,21.9687,0.99983,681.318,96578.6,52.962,0.0739339,30.4583,179.856,0.0986301,0.999779,673.507,45081.6,24.6615
NHP16,4,0.999791,678.28,44025.4,24.1428,0.999499,678.279,39627.9,21.7313,0.999825,678.28,94164,51.6379,0.155005,88.2444,413.253,0.226621,0.999775,670.509,44366.8,24.2705
NHP16,5,0.999788,677.33,43418.7,23.8101,0.999494,677.33,39214.5,21.5045,0.999821,677.33,91877,50.3837,0.315926,218.589,1040.42,0.570546,0.999771,669.573,43687.3,23.8988
NHP16,7,0.999783,676.939,42302,23.1977,0.999484,676.939,38452.5,21.0867,0.999812,676.939,87675.3,48.0796,0.661784,560.748,4408.05,2.4173,0.999765,669.187,42437.4,23.215
NHP16,9,0.999778,676.9,41306.4,22.6517,0.999474,676.9,37772.9,20.714,0.999804,676.9,83930.8,46.0262,0.805563,663.323,9333.54,5.11835,0.999758,669.149,41323,22.6054
NHP16,14,0.999766,676.896,39266.8,21.5332,0.999454,676.896,36380.7,19.9505,0.999784,676.896,76260.3,41.8198,0.900256,676.854,20333.1,11.1503,0.999744,669.145,39040.1,21.3566
