time,id,TT_SAEM,I1T_SAEM,I2T_SAEM,VIT_SAEM,VNIT_SAEM,ViniT_SAEM,TN_SAEM,I1N_SAEM,I2N_SAEM,VIN_SAEM,VNIN_SAEM,ViniN_SAEM,Marker_SAEM,TT_mean,I1T_mean,I2T_mean,VIT_mean,VNIT_mean,ViniT_mean,TN_mean,I1N_mean,I2N_mean,VIN_mean,VNIN_mean,ViniN_mean,Marker_mean,TT_mode,I1T_mode,I2T_mode,VIT_mode,VNIT_mode,ViniT_mode,TN_mode,I1N_mode,I2N_mode,VIN_mode,VNIN_mode,ViniN_mode,Marker_mode
9,104,3430.75,9.67972e-5,0.0463347,0.0188843,18.9621,3.13556e-43,28954.7,0.035422,0.264637,1.0248,1059.16,1.74166e-44,262737,3305.03,0.000105652,0.0542467,0.0209641,21.0487,-4.46915e-43,28884.3,0.0388946,0.296565,1.09859,1136.35,-2.48263e-44,262737,3081.67,9.52447e-5,0.0486442,0.0189836,19.0598,-2.21526e-42,28739,0.0434565,0.316461,1.16866,1210.91,-1.23062e-43,262737
14,104,3430.75,1.02258e-7,4.95733e-5,2.01585e-5,0.0202405,-2.64115e-53,28954.6,0.000271153,0.00202858,0.00786455,8.12757,-1.46708e-54,251390,3305.03,1.21521e-7,6.31675e-5,2.43588e-5,0.0244558,2.64472e-53,28884.2,0.000311866,0.00238125,0.00883099,9.13371,1.46926e-54,251390,3081.67,1.01209e-7,5.2357e-5,2.03859e-5,0.0204666,1.93924e-52,28738.9,0.000353245,0.00257571,0.00952306,9.86642,1.07732e-53,251390
20,104,3430.75,2.66061e-11,1.27294e-8,5.21052e-9,5.23189e-6,2.80331e-63,28954.6,7.56249e-7,5.61495e-6,2.18499e-5,0.0225835,1.55718e-64,237772,3305.03,3.49941e-11,1.79545e-8,6.96895e-9,6.99694e-6,-6.69056e-64,28884.2,9.19381e-7,6.96682e-6,2.59334e-5,0.0268259,-3.71691e-65,237772,3081.67,2.6512e-11,1.35337e-8,5.30471e-9,5.32589e-6,2.72088e-62,28738.9,1.05847e-6,7.65971e-6,2.84254e-5,0.0294544,1.51165e-63,237772
0,105,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,659875,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,659875,11250,0,0,0,0,9.8325e+9,31250,0,0,0,0,5.4625e+8,659875
1,105,8032.11,186.359,1236.66,296.585,296736,20.2671,30662.3,37.6486,226.779,653.138,656226,1.12594,581128,7754.76,202.152,1326.43,306.053,306240,20.267,30601.1,41.7516,247.39,687.185,690845,1.12593,581128,7850.68,196.693,1311.53,301.013,301186,20.2671,30622.5,40.2847,243.098,672.113,675543,1.12593,581128
2,105,8030.92,9.58825,352.805,129.013,129216,4.40601e-8,30652,4.55276,70.0895,297.875,300439,2.44771e-9,502382,7753.45,10.4026,371.53,131.298,131529,4.40109e-8,30589.3,5.16209,75.4786,310.009,312995,2.44497e-9,502382,7849.41,10.1219,376.162,131.445,131666,4.4035e-8,30611.3,4.95411,75.6725,308.073,310915,2.44631e-9,502382
3,105,8030.52,0.570163,79.7858,33.9705,34045.8,3.18092e-14,30648.4,1.0944,18.2037,86.6928,87615.5,1.76712e-15,423635,7753.02,0.617482,82.1761,33.9505,34034.1,-1.64431e-15,30585.1,1.24488,19.3616,89.1827,90244.5,-9.13421e-17,423635,7848.98,0.602911,85.5566,34.781,34862.6,3.03586e-14,30607.3,1.20786,19.8182,90.2922,91319,1.68653e-15,423635
4,105,8030.42,0.0500884,16.3123,7.52376,7543.36,1.4494e-19,30647.4,0.285075,4.42291,22.1696,22428,8.052e-21,344888,7752.91,0.0535628,16.3859,7.35761,7378.9,-2.39135e-20,30584,0.321439,4.64613,22.5361,22830.1,-1.32841e-21,344888,7848.88,0.0532818,17.5889,7.74348,7764.77,1.22968e-19,30606.2,0.317507,4.85568,23.2726,23562.1,6.83133e-21,344888
6,105,8030.4,0.00128932,0.706347,0.32207,322.98,1.41766e-25,30647.1,0.0176376,0.27933,1.36145,1377.7,7.87566e-27,478249,7752.89,0.00130634,0.675314,0.299951,300.894,-1.28956e-27,30583.6,0.0194452,0.287159,1.3528,1370.86,-7.16302e-29,478249,7848.85,0.00139334,0.770545,0.335169,336.166,1.40345e-25,30605.8,0.0199734,0.312021,1.45359,1472.07,7.79668e-27,478249
9,105,8030.4,1.38689e-5,0.00974472,0.00399168,4.00154,1.50469e-33,30647.1,0.000344267,0.00641516,0.0288277,29.1428,8.35873e-35,678291,7752.89,1.30538e-5,0.00874692,0.00347542,3.48498,1.46698e-34,30583.6,0.000368344,0.00642045,0.0278456,28.1858,8.14856e-36,678291,7848.85,1.53006e-5,0.0108508,0.00423883,4.24987,7.30895e-33,30605.8,0.000400859,0.00736826,0.0316504,32.0192,4.06034e-34,678291
